2012+ Statistics of U.S. Businesses comma-delimited files

FIPS    FIPS
State   County  State Name	      County Name
02      090     ALASKA                FAIRBANKS NORTH STAR BOROUGH
02      100     ALASKA                HAINES BOROUGH
02      105     ALASKA                HOONAH-ANGOON CENSUS AREA
02      110     ALASKA                JUNEAU BOROUGH
02      122     ALASKA                KENAI PENINSULA BOROUGH
02      130     ALASKA                KETCHIKAN GATEWAY BOROUG
02      150     ALASKA                KODIAK ISLAND BOROUGH
02      164     ALASKA                LAKE AND PENINSULA
02      170     ALASKA                MATANUSKA-SUSITNA BOROUGH
02      180     ALASKA                NOME
02      185     ALASKA                NORTH SLOPE BOROUGH
02      188     ALASKA                NORTHWEST ARCTIC
02      195     ALASKA                PETERSBURG  CENSUS AREA
02      198     ALASKA                PRINCE OF WALES-HYDER
02      220     ALASKA                SITKA BOROUGH
02      230     ALASKA                SKAGWAY MUNICIPALITY
02      240     ALASKA                SOUTHEAST FAIRBANKS
02      261     ALASKA                VALDEZ-CORDOVA
02      270     ALASKA                WADE HAMPTON
02      275     ALASKA                WRANGELL CITY AND BOROUGH
02      282     ALASKA                YAKUTAT BOROUGH
02      290     ALASKA                YUKON-KOYUKUK
02      999     ALASKA                STATEWIDE
04      001     ARIZONA               APACHE
04      003     ARIZONA               COCHISE
04      005     ARIZONA               COCONINO
04      007     ARIZONA               GILA
04      009     ARIZONA               GRAHAM
04      011     ARIZONA               GREENLEE
04      012     ARIZONA               LA PAZ
04      013     ARIZONA               MARICOPA
04      015     ARIZONA               MOHAVE
04      017     ARIZONA               NAVAJO
04      019     ARIZONA               PIMA
04      021     ARIZONA               PINAL
04      023     ARIZONA               SANTA CRUZ
04      025     ARIZONA               YAVAPAI
04      027     ARIZONA               YUMA
04      999     ARIZONA               STATEWIDE
05      001     ARKANSAS              ARKANSAS
05      003     ARKANSAS              ASHLEY
05      005     ARKANSAS              BAXTER
05      007     ARKANSAS              BENTON
05      009     ARKANSAS              BOONE
05      011     ARKANSAS              BRADLEY
05      013     ARKANSAS              CALHOUN
05      015     ARKANSAS              CARROLL
05      017     ARKANSAS              CHICOT
05      019     ARKANSAS              CLARK
05      021     ARKANSAS              CLAY
05      023     ARKANSAS              CLEBURNE
05      025     ARKANSAS              CLEVELAND
05      027     ARKANSAS              COLUMBIA
05      029     ARKANSAS              CONWAY
05      031     ARKANSAS              CRAIGHEAD
05      033     ARKANSAS              CRAWFORD
05      035     ARKANSAS              CRITTENDEN
05      037     ARKANSAS              CROSS
05      039     ARKANSAS              DALLAS
05      041     ARKANSAS              DESHA
05      043     ARKANSAS              DREW
05      045     ARKANSAS              FAULKNER
05      047     ARKANSAS              FRANKLIN
05      049     ARKANSAS              FULTON
05      051     ARKANSAS              GARLAND
05      053     ARKANSAS              GRANT
05      055     ARKANSAS              GREENE
05      057     ARKANSAS              HEMPSTEAD
05      059     ARKANSAS              HOT SPRING
05      061     ARKANSAS              HOWARD
05      063     ARKANSAS              INDEPENDENCE
05      065     ARKANSAS              IZARD
05      067     ARKANSAS              JACKSON
05      069     ARKANSAS              JEFFERSON
05      071     ARKANSAS              JOHNSON
05      073     ARKANSAS              LAFAYETTE
05      075     ARKANSAS              LAWRENCE
05      077     ARKANSAS              LEE
05      079     ARKANSAS              LINCOLN
05      081     ARKANSAS              LITTLE RIVER
05      083     ARKANSAS              LOGAN
05      085     ARKANSAS              LONOKE
05      087     ARKANSAS              MADISON
05      089     ARKANSAS              MARION
05      091     ARKANSAS              MILLER
05      093     ARKANSAS              MISSISSIPPI
05      095     ARKANSAS              MONROE
05      097     ARKANSAS              MONTGOMERY
05      099     ARKANSAS              NEVADA
05      101     ARKANSAS              NEWTON
05      103     ARKANSAS              OUACHITA
05      105     ARKANSAS              PERRY
05      107     ARKANSAS              PHILLIPS
05      109     ARKANSAS              PIKE
05      111     ARKANSAS              POINSETT
05      113     ARKANSAS              POLK
05      115     ARKANSAS              POPE
05      117     ARKANSAS              PRAIRIE
05      119     ARKANSAS              PULASKI
05      121     ARKANSAS              RANDOLPH
05      123     ARKANSAS              ST. FRANCIS
05      125     ARKANSAS              SALINE
05      127     ARKANSAS              SCOTT
05      129     ARKANSAS              SEARCY
05      131     ARKANSAS              SEBASTIAN
05      133     ARKANSAS              SEVIER
05      135     ARKANSAS              SHARP
05      137     ARKANSAS              STONE
05      139     ARKANSAS              UNION
05      141     ARKANSAS              VAN BUREN
05      143     ARKANSAS              WASHINGTON
05      145     ARKANSAS              WHITE
05      147     ARKANSAS              WOODRUFF
05      149     ARKANSAS              YELL
05      999     ARKANSAS              STATEWIDE
06      001     CALIFORNIA            ALAMEDA
06      003     CALIFORNIA            ALPINE
06      005     CALIFORNIA            AMADOR
06      007     CALIFORNIA            BUTTE
06      009     CALIFORNIA            CALAVERAS
06      011     CALIFORNIA            COLUSA
06      013     CALIFORNIA            CONTRA COSTA
06      015     CALIFORNIA            DEL NORTE
06      017     CALIFORNIA            EL DORADO
06      019     CALIFORNIA            FRESNO
06      021     CALIFORNIA            GLENN
06      023     CALIFORNIA            HUMBOLDT
06      025     CALIFORNIA            IMPERIAL
06      027     CALIFORNIA            INYO
06      029     CALIFORNIA            KERN
06      031     CALIFORNIA            KINGS
06      033     CALIFORNIA            LAKE
06      035     CALIFORNIA            LASSEN
06      037     CALIFORNIA            LOS ANGELES
06      039     CALIFORNIA            MADERA
06      041     CALIFORNIA            MARIN
06      043     CALIFORNIA            MARIPOSA
06      045     CALIFORNIA            MENDOCINO
06      047     CALIFORNIA            MERCED
06      049     CALIFORNIA            MODOC
06      051     CALIFORNIA            MONO
06      053     CALIFORNIA            MONTEREY
06      055     CALIFORNIA            NAPA
06      057     CALIFORNIA            NEVADA
06      059     CALIFORNIA            ORANGE
06      061     CALIFORNIA            PLACER
06      063     CALIFORNIA            PLUMAS
06      065     CALIFORNIA            RIVERSIDE
06      067     CALIFORNIA            SACRAMENTO
06      069     CALIFORNIA            SAN BENITO
06      071     CALIFORNIA            SAN BERNARDINO
06      073     CALIFORNIA            SAN DIEGO
06      075     CALIFORNIA            SAN FRANCISCO
06      077     CALIFORNIA            SAN JOAQUIN
06      079     CALIFORNIA            SAN LUIS OBISPO
06      081     CALIFORNIA            SAN MATEO
06      083     CALIFORNIA            SANTA BARBARA
06      085     CALIFORNIA            SANTA CLARA
06      087     CALIFORNIA            SANTA CRUZ
06      089     CALIFORNIA            SHASTA
06      091     CALIFORNIA            SIERRA
06      093     CALIFORNIA            SISKIYOU
06      095     CALIFORNIA            SOLANO
06      097     CALIFORNIA            SONOMA
06      099     CALIFORNIA            STANISLAUS
06      101     CALIFORNIA            SUTTER
06      103     CALIFORNIA            TEHAMA
06      105     CALIFORNIA            TRINITY
06      107     CALIFORNIA            TULARE
06      109     CALIFORNIA            TUOLUMNE
06      111     CALIFORNIA            VENTURA
06      113     CALIFORNIA            YOLO
06      115     CALIFORNIA            YUBA
06      999     CALIFORNIA            STATEWIDE
08      001     COLORADO              ADAMS
08      003     COLORADO              ALAMOSA
08      005     COLORADO              ARAPAHOE
08      007     COLORADO              ARCHULETA
08      009     COLORADO              BACA
08      011     COLORADO              BENT
08      013     COLORADO              BOULDER
08      014     COLORADO              BROOMFIELD
08      015     COLORADO              CHAFFEE
08      017     COLORADO              CHEYENNE
08      019     COLORADO              CLEAR CREEK
08      021     COLORADO              CONEJOS
08      023     COLORADO              COSTILLA
08      025     COLORADO              CROWLEY
08      027     COLORADO              CUSTER
08      029     COLORADO              DELTA
08      031     COLORADO              DENVER
08      033     COLORADO              DOLORES
08      035     COLORADO              DOUGLAS
08      037     COLORADO              EAGLE
08      039     COLORADO              ELBERT
08      041     COLORADO              EL PASO
08      043     COLORADO              FREMONT
08      045     COLORADO              GARFIELD
08      047     COLORADO              GILPIN
08      049     COLORADO              GRAND
08      051     COLORADO              GUNNISON
08      053     COLORADO              HINSDALE
08      055     COLORADO              HUERFANO
08      057     COLORADO              JACKSON
08      059     COLORADO              JEFFERSON
08      061     COLORADO              KIOWA
08      063     COLORADO              KIT CARSON
08      065     COLORADO              LAKE
08      067     COLORADO              LA PLATA
08      069     COLORADO              LARIMER
08      071     COLORADO              LAS ANIMAS
08      073     COLORADO              LINCOLN
08      075     COLORADO              LOGAN
08      077     COLORADO              MESA
08      079     COLORADO              MINERAL
08      081     COLORADO              MOFFAT
08      083     COLORADO              MONTEZUMA
08      085     COLORADO              MONTROSE
08      087     COLORADO              MORGAN
08      089     COLORADO              OTERO
08      091     COLORADO              OURAY
08      093     COLORADO              PARK
08      095     COLORADO              PHILLIPS
08      097     COLORADO              PITKIN
08      099     COLORADO              PROWERS
08      101     COLORADO              PUEBLO
08      103     COLORADO              RIO BLANCO
08      105     COLORADO              RIO GRANDE
08      107     COLORADO              ROUTT
08      109     COLORADO              SAGUACHE
08      111     COLORADO              SAN JUAN
08      113     COLORADO              SAN MIGUEL
08      115     COLORADO              SEDGWICK
08      117     COLORADO              SUMMIT
08      119     COLORADO              TELLER
08      121     COLORADO              WASHINGTON
08      123     COLORADO              WELD
08      125     COLORADO              YUMA
08      999     COLORADO              STATEWIDE
09      001     CONNECTICUT           FAIRFIELD
09      003     CONNECTICUT           HARTFORD
09      005     CONNECTICUT           LITCHFIELD
09      007     CONNECTICUT           MIDDLESEX
09      009     CONNECTICUT           NEW HAVEN
09      011     CONNECTICUT           NEW LONDON
09      013     CONNECTICUT           TOLLAND
09      015     CONNECTICUT           WINDHAM
09      999     CONNECTICUT           STATEWIDE
10      001     DELAWARE              KENT
10      003     DELAWARE              NEW CASTLE
10      005     DELAWARE              SUSSEX
10      999     DELAWARE              STATEWIDE
11      001     DISTRICT OF COLUMBIA  WASHINGTON,D.C.
12      001     FLORIDA               ALACHUA
12      003     FLORIDA               BAKER
12      005     FLORIDA               BAY
12      007     FLORIDA               BRADFORD
12      009     FLORIDA               BREVARD
12      011     FLORIDA               BROWARD
12      013     FLORIDA               CALHOUN
12      015     FLORIDA               CHARLOTTE
12      017     FLORIDA               CITRUS
12      019     FLORIDA               CLAY
12      021     FLORIDA               COLLIER
12      023     FLORIDA               COLUMBIA
12      027     FLORIDA               DE SOTO
12      029     FLORIDA               DIXIE
12      031     FLORIDA               DUVAL
12      033     FLORIDA               ESCAMBIA
12      035     FLORIDA               FLAGLER
12      037     FLORIDA               FRANKLIN
12      039     FLORIDA               GADSDEN
12      041     FLORIDA               GILCHRIST
12      043     FLORIDA               GLADES
12      045     FLORIDA               GULF
12      047     FLORIDA               HAMILTON
12      049     FLORIDA               HARDEE
12      051     FLORIDA               HENDRY
12      053     FLORIDA               HERNANDO
12      055     FLORIDA               HIGHLANDS
12      057     FLORIDA               HILLSBOROUGH
12      059     FLORIDA               HOLMES
12      061     FLORIDA               INDIAN RIVER
12      063     FLORIDA               JACKSON
12      065     FLORIDA               JEFFERSON
12      067     FLORIDA               LAFAYETTE
12      069     FLORIDA               LAKE
12      071     FLORIDA               LEE
12      073     FLORIDA               LEON
12      075     FLORIDA               LEVY
12      077     FLORIDA               LIBERTY
12      079     FLORIDA               MADISON
12      081     FLORIDA               MANATEE
12      083     FLORIDA               MARION
12      085     FLORIDA               MARTIN
12      086     FLORIDA               MIAMI-DADE
12      087     FLORIDA               MONROE
12      089     FLORIDA               NASSAU
12      091     FLORIDA               OKALOOSA
12      093     FLORIDA               OKEECHOBEE
12      095     FLORIDA               ORANGE
12      097     FLORIDA               OSCEOLA
12      099     FLORIDA               PALM BEACH
12      101     FLORIDA               PASCO
12      103     FLORIDA               PINELLAS
12      105     FLORIDA               POLK
12      107     FLORIDA               PUTNAM
12      109     FLORIDA               ST. JOHNS
12      111     FLORIDA               ST. LUCIE
12      113     FLORIDA               SANTA ROSA
12      115     FLORIDA               SARASOTA
12      117     FLORIDA               SEMINOLE
12      119     FLORIDA               SUMTER
12      121     FLORIDA               SUWANNEE
12      123     FLORIDA               TAYLOR
12      125     FLORIDA               UNION
12      127     FLORIDA               VOLUSIA
12      129     FLORIDA               WAKULLA
12      131     FLORIDA               WALTON
12      133     FLORIDA               WASHINGTON
12      999     FLORIDA               STATEWIDE
13      001     GEORGIA               APPLING
13      003     GEORGIA               ATKINSON
13      005     GEORGIA               BACON
13      007     GEORGIA               BAKER
13      009     GEORGIA               BALDWIN
13      011     GEORGIA               BANKS
13      013     GEORGIA               BARROW
13      015     GEORGIA               BARTOW
13      017     GEORGIA               BEN HILL
13      019     GEORGIA               BERRIEN
13      021     GEORGIA               BIBB
13      023     GEORGIA               BLECKLEY
13      025     GEORGIA               BRANTLEY
13      027     GEORGIA               BROOKS
13      029     GEORGIA               BRYAN
13      031     GEORGIA               BULLOCH
13      033     GEORGIA               BURKE
13      035     GEORGIA               BUTTS
13      037     GEORGIA               CALHOUN
13      039     GEORGIA               CAMDEN
13      043     GEORGIA               CANDLER
13      045     GEORGIA               CARROLL
13      047     GEORGIA               CATOOSA
13      049     GEORGIA               CHARLTON
13      051     GEORGIA               CHATHAM
13      053     GEORGIA               CHATTAHOOCHEE
13      055     GEORGIA               CHATTOOGA
13      057     GEORGIA               CHEROKEE
13      059     GEORGIA               CLARKE
13      061     GEORGIA               CLAY
13      063     GEORGIA               CLAYTON
13      065     GEORGIA               CLINCH
13      067     GEORGIA               COBB
13      069     GEORGIA               COFFEE
13      071     GEORGIA               COLQUITT
13      073     GEORGIA               COLUMBIA
13      075     GEORGIA               COOK
13      077     GEORGIA               COWETA
13      079     GEORGIA               CRAWFORD
13      081     GEORGIA               CRISP
13      083     GEORGIA               DADE
13      085     GEORGIA               DAWSON
13      087     GEORGIA               DECATUR
13      089     GEORGIA               DE KALB
13      091     GEORGIA               DODGE
13      093     GEORGIA               DOOLY
13      095     GEORGIA               DOUGHERTY
13      097     GEORGIA               DOUGLAS
13      099     GEORGIA               EARLY
13      101     GEORGIA               ECHOLS
13      103     GEORGIA               EFFINGHAM
13      105     GEORGIA               ELBERT
13      107     GEORGIA               EMANUEL
13      109     GEORGIA               EVANS
13      111     GEORGIA               FANNIN
13      113     GEORGIA               FAYETTE
13      115     GEORGIA               FLOYD
13      117     GEORGIA               FORSYTH
13      119     GEORGIA               FRANKLIN
13      121     GEORGIA               FULTON
13      123     GEORGIA               GILMER
13      125     GEORGIA               GLASCOCK
13      127     GEORGIA               GLYNN
13      129     GEORGIA               GORDON
13      131     GEORGIA               GRADY
13      133     GEORGIA               GREENE
13      135     GEORGIA               GWINNETT
13      137     GEORGIA               HABERSHAM
13      139     GEORGIA               HALL
13      141     GEORGIA               HANCOCK
13      143     GEORGIA               HARALSON
13      145     GEORGIA               HARRIS
13      147     GEORGIA               HART
13      149     GEORGIA               HEARD
13      151     GEORGIA               HENRY
13      153     GEORGIA               HOUSTON
13      155     GEORGIA               IRWIN
13      157     GEORGIA               JACKSON
13      159     GEORGIA               JASPER
13      161     GEORGIA               JEFF DAVIS
13      163     GEORGIA               JEFFERSON
13      165     GEORGIA               JENKINS
13      167     GEORGIA               JOHNSON
13      169     GEORGIA               JONES
13      171     GEORGIA               LAMAR
13      173     GEORGIA               LANIER
13      175     GEORGIA               LAURENS
13      177     GEORGIA               LEE
13      179     GEORGIA               LIBERTY
13      181     GEORGIA               LINCOLN
13      183     GEORGIA               LONG
13      185     GEORGIA               LOWNDES
13      187     GEORGIA               LUMPKIN
13      189     GEORGIA               MCDUFFIE
13      191     GEORGIA               MCINTOSH
13      193     GEORGIA               MACON
13      195     GEORGIA               MADISON
13      197     GEORGIA               MARION
13      199     GEORGIA               MERIWETHER
13      201     GEORGIA               MILLER
13      205     GEORGIA               MITCHELL
13      207     GEORGIA               MONROE
13      209     GEORGIA               MONTGOMERY
13      211     GEORGIA               MORGAN
13      213     GEORGIA               MURRAY
13      215     GEORGIA               MUSCOGEE
13      217     GEORGIA               NEWTON
13      219     GEORGIA               OCONEE
13      221     GEORGIA               OGLETHORPE
13      223     GEORGIA               PAULDING
13      225     GEORGIA               PEACH
13      227     GEORGIA               PICKENS
13      229     GEORGIA               PIERCE
13      231     GEORGIA               PIKE
13      233     GEORGIA               POLK
13      235     GEORGIA               PULASKI
13      237     GEORGIA               PUTNAM
13      239     GEORGIA               QUITMAN
13      241     GEORGIA               RABUN
13      243     GEORGIA               RANDOLPH
13      245     GEORGIA               RICHMOND
13      247     GEORGIA               ROCKDALE
13      249     GEORGIA               SCHLEY
13      251     GEORGIA               SCREVEN
13      253     GEORGIA               SEMINOLE
13      255     GEORGIA               SPALDING
13      257     GEORGIA               STEPHENS
13      259     GEORGIA               STEWART
13      261     GEORGIA               SUMTER
13      263     GEORGIA               TALBOT
13      265     GEORGIA               TALIAFERRO
13      267     GEORGIA               TATTNALL
13      269     GEORGIA               TAYLOR
13      271     GEORGIA               TELFAIR
13      273     GEORGIA               TERRELL
13      275     GEORGIA               THOMAS
13      277     GEORGIA               TIFT
13      279     GEORGIA               TOOMBS
13      281     GEORGIA               TOWNS
13      283     GEORGIA               TREUTLEN
13      285     GEORGIA               TROUP
13      287     GEORGIA               TURNER
13      289     GEORGIA               TWIGGS
13      291     GEORGIA               UNION
13      293     GEORGIA               UPSON
13      295     GEORGIA               WALKER
13      297     GEORGIA               WALTON
13      299     GEORGIA               WARE
13      301     GEORGIA               WARREN
13      303     GEORGIA               WASHINGTON
13      305     GEORGIA               WAYNE
13      307     GEORGIA               WEBSTER
13      309     GEORGIA               WHEELER
13      311     GEORGIA               WHITE
13      313     GEORGIA               WHITFIELD
13      315     GEORGIA               WILCOX
13      317     GEORGIA               WILKES
13      319     GEORGIA               WILKINSON
13      321     GEORGIA               WORTH
13      999     GEORGIA               STATEWIDE
15      001     HAWAII                HAWAII
15      003     HAWAII                HONOLULU
15      005     HAWAII                KALAWAO
15      007     HAWAII                KAUAI
15      009     HAWAII                MAUI
15      999     HAWAII                STATEWIDE
16      001     IDAHO                 ADA
16      003     IDAHO                 ADAMS
16      005     IDAHO                 BANNOCK
16      007     IDAHO                 BEAR LAKE
16      009     IDAHO                 BENEWAH
16      011     IDAHO                 BINGHAM
16      013     IDAHO                 BLAINE
16      015     IDAHO                 BOISE
16      017     IDAHO                 BONNER
16      019     IDAHO                 BONNEVILLE
16      021     IDAHO                 BOUNDARY
16      023     IDAHO                 BUTTE
16      025     IDAHO                 CAMAS
16      027     IDAHO                 CANYON
16      029     IDAHO                 CARIBOU
16      031     IDAHO                 CASSIA
16      033     IDAHO                 CLARK
16      035     IDAHO                 CLEARWATER
16      037     IDAHO                 CUSTER
16      039     IDAHO                 ELMORE
16      041     IDAHO                 FRANKLIN
16      043     IDAHO                 FREMONT
16      045     IDAHO                 GEM
16      047     IDAHO                 GOODING
16      049     IDAHO                 IDAHO
16      051     IDAHO                 JEFFERSON
16      053     IDAHO                 JEROME
16      055     IDAHO                 KOOTENAI
16      057     IDAHO                 LATAH
16      059     IDAHO                 LEMHI
16      061     IDAHO                 LEWIS
16      063     IDAHO                 LINCOLN
16      065     IDAHO                 MADISON
16      067     IDAHO                 MINIDOKA
16      069     IDAHO                 NEZ PERCE
16      071     IDAHO                 ONEIDA
16      073     IDAHO                 OWYHEE
16      075     IDAHO                 PAYETTE
16      077     IDAHO                 POWER
16      079     IDAHO                 SHOSHONE
16      081     IDAHO                 TETON
16      083     IDAHO                 TWIN FALLS
16      085     IDAHO                 VALLEY
16      087     IDAHO                 WASHINGTON
16      999     IDAHO                 STATEWIDE
17      001     ILLINOIS              ADAMS
17      003     ILLINOIS              ALEXANDER
17      005     ILLINOIS              BOND
17      007     ILLINOIS              BOONE
17      009     ILLINOIS              BROWN
17      011     ILLINOIS              BUREAU
17      013     ILLINOIS              CALHOUN
17      015     ILLINOIS              CARROLL
17      017     ILLINOIS              CASS
17      019     ILLINOIS              CHAMPAIGN
17      021     ILLINOIS              CHRISTIAN
17      023     ILLINOIS              CLARK
17      025     ILLINOIS              CLAY
17      027     ILLINOIS              CLINTON
17      029     ILLINOIS              COLES
17      031     ILLINOIS              COOK
17      033     ILLINOIS              CRAWFORD
17      035     ILLINOIS              CUMBERLAND
17      037     ILLINOIS              DE KALB
17      039     ILLINOIS              DE WITT
17      041     ILLINOIS              DOUGLAS
17      043     ILLINOIS              DU PAGE
17      045     ILLINOIS              EDGAR
17      047     ILLINOIS              EDWARDS
17      049     ILLINOIS              EFFINGHAM
17      051     ILLINOIS              FAYETTE
17      053     ILLINOIS              FORD
17      055     ILLINOIS              FRANKLIN
17      057     ILLINOIS              FULTON
17      059     ILLINOIS              GALLATIN
17      061     ILLINOIS              GREENE
17      063     ILLINOIS              GRUNDY
17      065     ILLINOIS              HAMILTON
17      067     ILLINOIS              HANCOCK
17      069     ILLINOIS              HARDIN
17      071     ILLINOIS              HENDERSON
17      073     ILLINOIS              HENRY
17      075     ILLINOIS              IROQUOIS
17      077     ILLINOIS              JACKSON
17      079     ILLINOIS              JASPER
17      081     ILLINOIS              JEFFERSON
17      083     ILLINOIS              JERSEY
17      085     ILLINOIS              JO DAVIESS
17      087     ILLINOIS              JOHNSON
17      089     ILLINOIS              KANE
17      091     ILLINOIS              KANKAKEE
17      093     ILLINOIS              KENDALL
17      095     ILLINOIS              KNOX
17      097     ILLINOIS              LAKE
17      099     ILLINOIS              LA SALLE
17      101     ILLINOIS              LAWRENCE
17      103     ILLINOIS              LEE
17      105     ILLINOIS              LIVINGSTON
17      107     ILLINOIS              LOGAN
17      109     ILLINOIS              MCDONOUGH
17      111     ILLINOIS              MCHENRY
17      113     ILLINOIS              MCLEAN
17      115     ILLINOIS              MACON
17      117     ILLINOIS              MACOUPIN
17      119     ILLINOIS              MADISON
17      121     ILLINOIS              MARION
17      123     ILLINOIS              MARSHALL
17      125     ILLINOIS              MASON
17      127     ILLINOIS              MASSAC
17      129     ILLINOIS              MENARD
17      131     ILLINOIS              MERCER
17      133     ILLINOIS              MONROE
17      135     ILLINOIS              MONTGOMERY
17      137     ILLINOIS              MORGAN
17      139     ILLINOIS              MOULTRIE
17      141     ILLINOIS              OGLE
17      143     ILLINOIS              PEORIA
17      145     ILLINOIS              PERRY
17      147     ILLINOIS              PIATT
17      149     ILLINOIS              PIKE
17      151     ILLINOIS              POPE
17      153     ILLINOIS              PULASKI
17      155     ILLINOIS              PUTNAM
17      157     ILLINOIS              RANDOLPH
17      159     ILLINOIS              RICHLAND
17      161     ILLINOIS              ROCK ISLAND
17      163     ILLINOIS              ST. CLAIR
17      165     ILLINOIS              SALINE
17      167     ILLINOIS              SANGAMON
17      169     ILLINOIS              SCHUYLER
17      171     ILLINOIS              SCOTT
17      173     ILLINOIS              SHELBY
17      175     ILLINOIS              STARK
17      177     ILLINOIS              STEPHENSON
17      179     ILLINOIS              TAZEWELL
17      181     ILLINOIS              UNION
17      183     ILLINOIS              VERMILION
17      185     ILLINOIS              WABASH
17      187     ILLINOIS              WARREN
17      189     ILLINOIS              WASHINGTON
17      191     ILLINOIS              WAYNE
17      193     ILLINOIS              WHITE
17      195     ILLINOIS              WHITESIDE
17      197     ILLINOIS              WILL
17      199     ILLINOIS              WILLIAMSON
17      201     ILLINOIS              WINNEBAGO
17      203     ILLINOIS              WOODFORD
17      999     ILLINOIS              STATEWIDE
18      001     INDIANA               ADAMS
18      003     INDIANA               ALLEN
18      005     INDIANA               BARTHOLOMEW
18      007     INDIANA               BENTON
18      009     INDIANA               BLACKFORD
18      011     INDIANA               BOONE
18      013     INDIANA               BROWN
18      015     INDIANA               CARROLL
18      017     INDIANA               CASS
18      019     INDIANA               CLARK
18      021     INDIANA               CLAY
18      023     INDIANA               CLINTON
18      025     INDIANA               CRAWFORD
18      027     INDIANA               DAVIESS
18      029     INDIANA               DEARBORN
18      031     INDIANA               DECATUR
18      033     INDIANA               DE KALB
18      035     INDIANA               DELAWARE
18      037     INDIANA               DUBOIS
18      039     INDIANA               ELKHART
18      041     INDIANA               FAYETTE
18      043     INDIANA               FLOYD
18      045     INDIANA               FOUNTAIN
18      047     INDIANA               FRANKLIN
18      049     INDIANA               FULTON
18      051     INDIANA               GIBSON
18      053     INDIANA               GRANT
18      055     INDIANA               GREENE
18      057     INDIANA               HAMILTON
18      059     INDIANA               HANCOCK
18      061     INDIANA               HARRISON
18      063     INDIANA               HENDRICKS
18      065     INDIANA               HENRY
18      067     INDIANA               HOWARD
18      069     INDIANA               HUNTINGTON
18      071     INDIANA               JACKSON
18      073     INDIANA               JASPER
18      075     INDIANA               JAY
18      077     INDIANA               JEFFERSON
18      079     INDIANA               JENNINGS
18      081     INDIANA               JOHNSON
18      083     INDIANA               KNOX
18      085     INDIANA               KOSCIUSKO
18      087     INDIANA               LAGRANGE
18      089     INDIANA               LAKE
18      091     INDIANA               LA PORTE
18      093     INDIANA               LAWRENCE
18      095     INDIANA               MADISON
18      097     INDIANA               MARION
18      099     INDIANA               MARSHALL
18      101     INDIANA               MARTIN
18      103     INDIANA               MIAMI
18      105     INDIANA               MONROE
18      107     INDIANA               MONTGOMERY
18      109     INDIANA               MORGAN
18      111     INDIANA               NEWTON
18      113     INDIANA               NOBLE
18      115     INDIANA               OHIO
18      117     INDIANA               ORANGE
